actreq_education_subject_lecturer_20260420_205007819	education	subject_lecturer	AV_EDU_LEVEL_ADAPTIVE_CONTEXT	vw_aiemp_edu_level_adaptive_context	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_education_subject_lecturer_20260420_205007819	education	subject_lecturer	AV_EDU_PUBLIC_GUIDE	vw_aiemp_edu_public_guide	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_education_subject_lecturer_20260420_205007819	education	subject_lecturer	AV_EDU_SUBJECT_CATALOG	vw_aiemp_edu_subject_catalog	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_education_subject_lecturer_20260420_205007819	education	subject_lecturer	AV_EDU_TEACHING_GUIDE	vw_aiemp_edu_teaching_guide	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_operations_consult_support_20260420_205007819	operations	consult_support	AV_SHARED_APP_HELP	vw_aiemp_app_help	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_operations_consult_support_20260420_205007819	operations	consult_support	AV_OPS_MASKED_RECORD_CONTEXT	vw_aiemp_masked_record_context	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_operations_consult_support_20260420_205007819	operations	consult_support	AV_SHARED_PUBLIC_GUIDE	vw_aiemp_public_guide	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_operations_consult_support_20260420_205007819	operations	consult_support	AV_OPS_REVIEW_PACKAGE_CONTEXT	vw_aiemp_review_package_context	conditional	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_streaming_stream_cohost_20260420_205007819	streaming	stream_cohost	AV_GAME_RULE_GUIDE	vw_aiemp_game_rule_guide	conditional	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_streaming_stream_cohost_20260420_205007819	streaming	stream_cohost	AV_SHARED_PUBLIC_GUIDE	vw_aiemp_public_guide	conditional	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_streaming_stream_cohost_20260420_205007819	streaming	stream_cohost	AV_STREAM_PUBLIC_CONTEXT	vw_aiemp_stream_public_context	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_streaming_stream_cohost_20260420_205007819	streaming	stream_cohost	AV_STREAM_SEGMENT_PUBLIC_CONTEXT	vw_aiemp_stream_segment_public_context	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_streaming_stream_cohost_20260420_205007819	streaming	stream_cohost	AV_STREAM_SHOW_FLOW_CONTEXT	vw_aiemp_stream_show_flow_context	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_streaming_stream_cohost_20260420_205007819	streaming	stream_cohost	AV_STREAM_SUPPORT_CONTEXT	vw_aiemp_stream_support_context	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_utility_assist_document_writer_20260420_205007819	utility_assist	document_writer	AV_UTILITY_MASKED_USER_CONTEXT	vw_aiemp_utility_masked_user_context	conditional	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_utility_assist_document_writer_20260420_205007819	utility_assist	document_writer	AV_UTILITY_SUMMARY_CONTEXT	vw_aiemp_utility_summary_context	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
actreq_utility_assist_document_writer_20260420_205007819	utility_assist	document_writer	AV_UTILITY_WRITING_CONTEXT	vw_aiemp_utility_writing_context	required	false	allowed_upper_bound	Rank and scope currently allow upper-bound review. Final runtime intersection and approval still required.
