============================================================
DUPLICATE FUNCTION NAMES ACROSS JS
============================================================
     54 init
     46 createRepository
     43 previewCsv
     38 esc
     36 getState
     36 byId
     35 installCaptureHandler
     33 makeId
     32 selectedValues
     31 render
     30 bind
     28 setCurrentCompany
     27 setPendingDepartment
     27 importCsv
     27 getCurrentCompanyId
     26 val
     26 ok
     25 renderDashboard
     25 normalize
     23 startWorkflow
     23 saveOrganization
     23 saveLedgerRow
     23 saveDepartment
     23 saveCompanyRules
     23 saveCompany
     23 save
     23 requestReviewRevision
     23 rejectReview
     23 load
     23 fail
     23 deleteOrganization
     23 deleteLedgerRow
     23 deleteDepartment
     23 deleteCompany
     23 createOrganization
     23 createDepartment
     23 createCompany
     23 approveReview
     22 saveState
     22 handleAction
     21 departmentOptions
     20 parseCsv
     20 installMemoryHandlers
     20 getCurrentDepartmentId
     20 getCurrentCompany
     20 findDepartment
     20 currentCompany
     18 loadState
     18 createHandlers
     18 aiworkerOptions
     17 ledgerOptions
     17 findLedgerRow
     17 buildSaveDepartmentPayload
     17 buildDeleteDepartmentPayload
     17 buildCreateDepartmentPayload
     17 baseData
     16 validCsvRow
     16 tab
     16 shell
     16 selectField
     16 robotAssignments
     16 renderTaskLedger
     16 renderSettings
     16 renderLedgerTable
     16 renderLedgerEditForm
     16 field
     16 csvToRow
     16 copyText
     16 buildSaveOrganizationPayload
     16 buildDeleteOrganizationPayload
     16 buildCreateOrganizationPayload
     15 updateReview
     15 textOf
     15 textArea
     15 robotLabels
     15 renderReview
     15 findCompany
     15 currentDepartment
     15 companyOptions
     15 clone
     14 renderOrganizationEdit
     14 renderOrganizationDetail
     14 renderOrganizationDelete
     14 renderOrganizationAdd
     14 renderDepartmentEdit
     14 renderDepartmentDetail
     14 renderDepartmentDelete
     14 renderDepartmentAdd
     14 organizationOptions
     14 findOrgInCompany
     14 currentOrganization
     14 allOrganizations
     13 text
     13 renderCompanyAdd
     13 getCurrentDepartment
     12 updateReviewStatus
     12 start
     12 request
     12 notImplemented
     12 normalizeUiState
     12 metadataToFileString
     12 loadBootstrap
     12 listReviews
     12 ledgerRowToSavePayload
     12 fileStringToMetadata
     12 ensureArray
     12 disabled
     12 defaultState
     12 dbLedgerRowToUi
     12 createRequestId
     12 bootstrapToUiState
     12 AicmRepository
     12 AicmLocalRepository
     12 AicmApiRepositoryStub
     12 AicmApiClient
     11 switchOrganization
     11 switchDepartment
     11 switchCompany
     11 requireRepository
     11 createRuntime
     11 AicmActionAdapter
     10 unavailable
     10 s
     10 route
     10 log
     10 hasRoute
     10 files
     10 escapeHtml
     10 createActionRouter
     10 call
     10 buildSaveLedgerRowPayload
     10 buildSaveCompanyPayload
     10 buildReviewActionPayload
     10 buildDeleteLedgerRowPayload
     10 buildDeleteCompanyPayload
     10 buildCsvPreviewPayload
     10 buildCsvImportPayload
     10 buildCreateCompanyPayload
     10 buildCompanyRulesPayload
      9 selfCheck
      9 renderHandoff
      9 readyResult
      9 autoInit
      9 AicmLocalWiringPilot
      8 setPendingCompany
      8 resultCompanyId
      8 isPlaceholder
      8 isCompanyAction
      8 handleCompanyAction
      8 fileMetaList
      8 defaultData
      8 consumePendingCompany
      8 activeCompany
      7 setPendingLedgerRow
      7 resultDepartmentId
      7 renderWorkPacket
      7 renderFiles
      7 renderCompanyRules
      7 layout
      7 isDepartmentAction
      7 installCompanyMemoryHandler
      7 id
      7 handleDepartmentAction
      7 getRepository
      7 getCurrentLedgerRowId
      7 currentDepartmentId
      6 workerOptions
      6 setPendingOrganization
      6 schedule
      6 resultOrganizationId
      6 renderDepartmentInbox
      6 isOrganizationAction
      6 handleOrganizationAction
      6 getCurrentOrganizationId
      6 firstCompany
      6 activeDepartment
      5 taskLedgerOptions
      5 selectedTaskLedgerIds
      5 selectedDepartmentId
      5 roleOptions
      5 resultLedgerRowId
      5 renderDepartmentTaskLedger
      5 loadCompanies
      5 isVisible
      5 isLedgerAction
      5 handleLedgerAction
      5 getJson
      5 fieldValue
      5 buildSaveLedgerPayload
      5 buildDeleteLedgerPayload
      5 buildAddLedgerPayload
      4 validateRow
      4 sameHeader
      4 requestJson
      4 replaceSelectOptions
      4 readCsvTextFromDom
      4 parseCsvLine
      4 isVisibleElement
      4 isInsideCompatRoot
      4 isCsvAction
      4 handleCsvAction
      4 getApiBaseUrl
      4 findDashboardCompanySelect
      4 findDashboardCompanyCard
      4 ensureMount
      4 ensureLedger
      4 companyById
      4 applySupplementalHelpText
      4 applyPhaseAEEnhancements
      4 applyDepartmentRoleRobotFilter
      3 writeOutput
      3 writeJson
      3 writeCurrent
      3 visibleCompanySelects
      3 validateCsvRow
      3 updateReviewStatusDirect
      3 treeOptions
      3 topCompanySelect
      3 splitFiles
      3 smallestCardContaining
      3 setStatus
      3 setPendingReview
      3 setGlobalCompany
      3 selectLooksCompany
      3 savedCompanies
      3 saveCompanies
      3 run
      3 robotOptions
      3 robotLabel
      3 renderCsvTemplateScreen
      3 readPanelState
      3 readJson
      3 readCsvFile
      3 previewCsvRows
      3 pick
      3 parseDepartmentTaskLedgerCsv
      3 normalizeText
      3 normalizeCompanies
      3 norm
      3 loadOrganizations
      3 isUuid
      3 isReviewAction
      3 injectRoutePanel
      3 injectDepartmentDistributionPanel
      3 injectCsvTemplateTab
      3 injectCsvImportPanel
      3 importDepartmentTaskLedgerRows
      3 handleReviewAction
      3 handleCsvPreview
      3 handleCsvImport
      3 getReviewItemId
      3 firstReviewItem
      3 fetchJson
      3 fallbackCopy
      3 extractCompanyTable
      3 extractCompanyId
      3 ensureDemoReviewIfMissing
      3 editInputs
      3 dispatchChange
      3 csvRowToTaskLedgerRow
      3 copyCsvPrompt
      3 companyEditBlock
      3 compact
      3 buildSmokeDraft
      3 buildPanelHtml
      3 blockTextAround
      3 bindAfActions
      3 applyPhaseAFEnhancements
      2 writeSavedCompanies
      2 wrapSaveClient
      2 workTypeOptions
      2 visibleText
      2 updateTopSelect
      2 syncCompanyOverview
      2 syncCompanyEditForm
      2 sync
      2 statusOptions
      2 startup
      2 splitToFileObjects
      2 selectedText
      2 selectLooksLikeCompanySelector
      2 scoreSelect
      2 rowOptions
      2 robotId
      2 renderRoleProgress
      2 renderOrganizationPanel
      2 renderOrganizationOperation
      2 renderEditForm
      2 renderCompanyOperation
      2 removeBadInjectedPanels
      2 readSavedCompanies
      2 populateDashboardSelect
      2 populateDashboardCompanySelect
      2 parentUnitOptions
      2 optionIsBogus
      2 optionExists
      2 normalizePlacement
      2 localWorkflowRun
      2 labelForSelect
      2 joinFileNames
      2 isWorkflowAction
      2 isCompanySelect
      2 injectTaskLedgerEditPanel
      2 injectStyle
      2 handleWorkflowAction
      2 handleSaveLedgerRow
      2 handleLoadLedgerRow
      2 handleDeleteLedgerRow
      2 guardedSaveDraft
      2 getConnector
      2 findTree
